id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
1659,ashima,nagpal,"Transferable, Decision Making, Negotiation, Decision Making, Initiative","30, 38, 47, 49, 40",6,310,location,"cause1,cause2",industry,summary
1660,himani,sherawat,"Job Cost Reports, Cloud Hosting Services, Regulating Rules, Online searches","36, 10, 41, 26",3,366,location,"cause1,cause2",industry,summary
1661,rahul,bhatnagar,"Decision Making, Big Data, Scheduling, Cloud Hosting Services","44, 49, 21, 30",6,186,location,"cause1,cause2",industry,summary
1662,chad,singh,"Personal Tax, Forecasts, Analytical","29, 33, 17",4,14,location,"cause1,cause2",industry,summary
1663,akshay,parker,"Audit Schedules, Certified Public Accountant (CPA), Client Services Manager, C++","25, 30, 36, 10",8,186,location,"cause1,cause2",industry,summary
1664,ashima,sherawat,"Problem Solving, Debt Management, PowerPoint","37, 2, 6",8,53,location,"cause1,cause2",industry,summary
1665,mark,dangelo,"Patience, Heat Control, Product Development Manager, C++, Personal Shopper","45, 33, 15, 9, 20",10,122,location,"cause1,cause2",industry,summary
1666,lisa,roy,"Evaluating Processes, Grammar, Information Design, Account Reconciliation","35, 31, 34, 26",9,411,location,"cause1,cause2",industry,summary
1667,rohit,kapoor,"Bilingual, Analytics, Linux, Verifying Transactions","32, 12, 40, 43",3,241,location,"cause1,cause2",industry,summary
1668,sid,parker,"Operations, IT Knowledge, Benchmarking, Fixed Assets","32, 43, 10, 11",7,307,location,"cause1,cause2",industry,summary
1669,dave,singh,"Pedicures, java, Data Imports, C++","2, 13, 31, 11",7,425,location,"cause1,cause2",industry,summary
1670,abhishek,bhatnagar,"Hiring, Buyer, Manual Dexterity, Algorithms, Multitasking","32, 4, 41, 4, 39",4,353,location,"cause1,cause2",industry,summary
1671,varun,parker,"Pitching Story Possibilities to Editors, Cloud Applications, Customer Service","44, 29, 25",2,187,location,"cause1,cause2",industry,summary
1672,rahul,kapoor,"Personal Interaction, Brake Repair, Logical Thinking, Report Writing","45, 31, 12, 8",4,256,location,"cause1,cause2",industry,summary
1673,dave,rai,"Financial Service Recognition, Report Writing, Tax Filing, Perform routine and schedule maintenance","28, 36, 38, 37",9,10,location,"cause1,cause2",industry,summary
1674,chad,parker,"Poise, Business Sense, Finance, Caring","27, 18, 16, 14",10,38,location,"cause1,cause2",industry,summary
1675,dave,ann,"Accounting Processes, Administrative Tasks, html5, Google Cloud","6, 26, 9, 22",4,187,location,"cause1,cause2",industry,summary
1676,dave,dangelo,"java, Banquet, Cloud Based Development, Generating Content for Social Media Outlets","33, 31, 23, 2",8,71,location,"cause1,cause2",industry,summary
1677,mia,singh,"AWS, Administrative Tasks, Conditioning Hair, Copy writing","4, 17, 34, 42",6,36,location,"cause1,cause2",industry,summary
1678,kendra,walia,"Decision Making, html, Oil Change, Content Review","44, 16, 7, 32",4,406,location,"cause1,cause2",industry,summary
1679,mark,mehrotra,"Best Practices, Banquet, Customer Care","45, 38, 10",3,340,location,"cause1,cause2",industry,summary
1680,mia,nagpal,"Computer, Assertiveness, Tax Law, Conduct tests and inspections, Banking","40, 13, 45, 27, 30",8,65,location,"cause1,cause2",industry,summary
1681,sid,ann,"Brand Strategist, J2EE, Problem Solving, Team Building","38, 23, 43, 6",6,22,location,"cause1,cause2",industry,summary
1682,mark,bhatnagar,"Deploying Applications in a Cloud Environment, People Oriented, Balance Allocation, AWS","44, 12, 7, 13",4,62,location,"cause1,cause2",industry,summary
1683,kendra,bhatnagar,"matlab, AWS, Data Entry, Content Promotion, Interaction Design","46, 5, 31, 40, 1",5,160,location,"cause1,cause2",industry,summary
1684,akshay,singh,"MS Excel, Multitasking, General Auto Repair, Team Building","38, 25, 22, 43",9,367,location,"cause1,cause2",industry,summary
1685,sid,roy,"Cloud Maintenance Tasks, Appointment Scheduling, Technology","17, 23, 6",8,38,location,"cause1,cause2",industry,summary
1686,ashima,mehrotra,"Electrical Schematics, Interpersonal, Credits","45, 25, 29",5,479,location,"cause1,cause2",industry,summary
1687,rohit,parker,"Computer, Handling Criticism Calmly, Editing, Deployment of Cloud Services","21, 1, 17, 14",1,418,location,"cause1,cause2",industry,summary
1688,chad,parker,"Big Data, Creating Interactive Charts, Graphs, and Maps, Empathy, public speaking","39, 5, 19, 27",6,259,location,"cause1,cause2",industry,summary
1689,adam,parker,"Creating Interactive Charts, Graphs, and Maps, Web Metrics, Interest Calculations, Certified Public Accountant (CPA), Commitment","26, 43, 46, 1, 10",10,205,location,"cause1,cause2",industry,summary
1690,akshay,singh,"Networking, Dedication, Stocking, Build, Manage and Monitor Cloud Environments","7, 48, 8, 29",2,294,location,"cause1,cause2",industry,summary
1691,ashima,parker,"Electrical Schematics, Food Science, Sketching, Banking, Active Listening","4, 44, 25, 12, 8",5,215,location,"cause1,cause2",industry,summary
1692,priya,parker,"CSS, Prepare Designs and Estimates, Sales, Budgets","29, 47, 39, 49",1,397,location,"cause1,cause2",industry,summary
1693,rohit,nagpal,"Amazon Web Services (AWS), Analytical, Inventory Rotation","19, 4, 39",2,211,location,"cause1,cause2",industry,summary
1694,chad,ann,"Service, Multitasking, Editing , Promotions","38, 8, 1, 38",7,426,location,"cause1,cause2",industry,summary
1695,rohit,rai,"Credits, Promotions, Service Writing, Following Directions","5, 44, 33, 14",6,64,location,"cause1,cause2",industry,summary
1696,sid,arora,"Associate Designer, Logical Thinking, Dedication, Flexibility","22, 7, 39, 46",4,337,location,"cause1,cause2",industry,summary
1697,simar,bhatnagar,"DevOps, Checking Account Withdrawal, Cloud Maintenance Tasks, D3.js","43, 31, 7, 6",2,326,location,"cause1,cause2",industry,summary
1698,tiffany,ann,"Decision Making, Supervising, Tax Filing, Hosting Virtualization Platforms, Big Data","40, 50, 25, 48, 15",6,191,location,"cause1,cause2",industry,summary
1699,ashima,roy,"Big Data, Scheduling, Critical Thinking, Big Data, Checking Account Deposit","8, 19, 42, 11, 14",6,218,location,"cause1,cause2",industry,summary
1700,abhishek,bhatnagar,"Information Design, Identifying Audience, Benchmarking, Pastry","43, 41, 11, 48",8,90,location,"cause1,cause2",industry,summary
1701,kendra,mehrotra,"MS Access, Editing, Cosmetics Consulting, Manual Dexterity, Events Manager","50, 18, 31, 37, 9",1,56,location,"cause1,cause2",industry,summary
1702,lisa,wartney,"Coding, Public Speaking, Counseling, Creative Director","47, 5, 39, 35",5,359,location,"cause1,cause2",industry,summary
1703,chad,singh,"Evaluating Processes, Shampooing Hair, Innovation, Benchmarking, Written Communication","40, 3, 17, 28, 44",6,177,location,"cause1,cause2",industry,summary
1704,abhijeet,singh,"Java, Service, Corporate Tax, Hiring, Supervising","2, 17, 42, 23, 15",9,104,location,"cause1,cause2",industry,summary
1705,chad,wartney,"Credit Management, Jquery, Promotions, Regulating Rules, Interpersonal","49, 23, 44, 23, 24",2,183,location,"cause1,cause2",industry,summary
1706,dave,singh,"Regulating Rules, Complaints, Counseling, Customer Service Representative, Diagnostic Abilities","5, 17, 25, 5, 20",8,123,location,"cause1,cause2",industry,summary
1707,abhijeet,parker,"Banquet, Empathy, Finance, Accounting Principles, Creative Director","2, 29, 23, 18, 39",10,378,location,"cause1,cause2",industry,summary
1708,rohit,walia,"Adaptability, Remembering Facts, leadership, Creating Educational Materials","10, 2, 18, 10",1,265,location,"cause1,cause2",industry,summary
1709,dave,wartney,"Promotions, Editing, Generating Content for Social Media Outlets, Documenting, Recordkeeping","18, 4, 15, 14, 47",7,269,location,"cause1,cause2",industry,summary
1710,akshay,nagpal,"java, Creating Interactive Charts, Graphs, and Maps, Audits, Reporting","12, 17, 33, 12",4,151,location,"cause1,cause2",industry,summary
1711,varun,wartney,"Curated Merchant, Identifying Audience, Communication","33, 40, 10",1,412,location,"cause1,cause2",industry,summary
1712,priya,walia,"Research and Development Manager, Banking, Business Awareness","50, 14, 21",10,192,location,"cause1,cause2",industry,summary
1713,rohit,nagpal,"Administrative Tasks, Analysis, Team Building, Communication, General Manager","28, 29, 12, 31, 1",8,281,location,"cause1,cause2",industry,summary
1714,sid,arora,"public speaking, Complaints, Planning Strategy for Websites and Social Media, Operations","12, 50, 43, 20",1,413,location,"cause1,cause2",industry,summary
1715,mia,walia,"Big Data, D3.js, Public Speaking, Bill Payment","12, 25, 7, 23",4,239,location,"cause1,cause2",industry,summary
1716,simar,mehrotra,"People Oriented, Sketching, Attention to Detail, Data Modeling","32, 20, 23, 24",10,401,location,"cause1,cause2",industry,summary
1717,sid,nagpal,"Control Labor Costs, Build, Manage and Monitor Cloud Environments, Technical Support","1, 34, 47",5,11,location,"cause1,cause2",industry,summary
1718,akshay,roy,"Algorithmic, Attention to Detail, Inventory Management","24, 36, 25",10,403,location,"cause1,cause2",industry,summary
1719,rohit,nagpal,"Time Efficient, Communication, Peachtree, Accuracy, Diesel Engine Repair","34, 48, 9, 40, 20",1,161,location,"cause1,cause2",industry,summary
1720,ashima,gandhi,"HTML, Monthly Closes, First Aid, Project Management","4, 18, 36, 12",9,320,location,"cause1,cause2",industry,summary
1721,akshay,dangelo,"Check Runs, Tax Filing, Motivation, Banking","31, 35, 16, 26",9,395,location,"cause1,cause2",industry,summary
1722,rahul,parker,"Creativity, Verifying Transactions, First Aid, Accounting Information Systems","13, 23, 28, 7",7,10,location,"cause1,cause2",industry,summary
1723,kendra,nagpal,"Account Reconciliation, Verifications, Banking, Hadoop","26, 21, 30, 10",5,431,location,"cause1,cause2",industry,summary
1724,himani,singh,"Handling Criticism Calmly, Entertainment, Teamwork, Entertainment, Hair Highlighting","2, 18, 28, 29, 25",8,307,location,"cause1,cause2",industry,summary
1725,abhijeet,gandhi,"Financial Service Recognition, Content Management, Negotiation","14, 25, 36",1,310,location,"cause1,cause2",industry,summary
1726,lisa,roy,"Financial Analysis, Photography, Documenting, Cloud Based Visualizations","49, 26, 17, 48",3,259,location,"cause1,cause2",industry,summary
1727,tiffany,arora,"Evaluating Options and Ordering Equipment and Tools, Mathematics, General Auto Repair, Numerical Analysis","36, 27, 28, 9",5,250,location,"cause1,cause2",industry,summary
1728,varun,dangelo,"Public Relations, Information Architecture, Verifying Transactions, Detail Oriented","14, 11, 42, 47",8,230,location,"cause1,cause2",industry,summary
1729,rohit,gandhi,"Creative Director, Concepts, Automated Deployment, Conduct tests and inspections","41, 2, 25, 41",2,244,location,"cause1,cause2",industry,summary
1730,priya,ann,"Questioning Others, Audits, Numerical Competence, Retail Buyer, Operations","34, 28, 30, 10, 41",5,194,location,"cause1,cause2",industry,summary
1731,ashima,ann,"Audit Schedules, Rehabilitating Others, People Oriented, Checking Account Withdrawal, Active Listening","10, 29, 4, 28, 17",2,56,location,"cause1,cause2",industry,summary
1732,mark,gandhi,"Decision Making, Counseling, Content Management Systems (CMS)","34, 5, 48",4,344,location,"cause1,cause2",industry,summary
1733,nishant,bhatnagar,"matlab, Written Communication, Interpersonal Skills","21, 19, 38",6,136,location,"cause1,cause2",industry,summary
1734,lisa,walia,"Prioritizing, Proofreading, Kitchen Management, Communication, Amazon Web Services (AWS)","16, 11, 15, 40, 14",2,120,location,"cause1,cause2",industry,summary
1735,mark,bhatnagar,"APIs, Rehabilitating Others, Hygiene, Development","16, 2, 36, 39",3,153,location,"cause1,cause2",industry,summary
1736,rohit,mehrotra,"Problem Analysis, Cloud Hosting Services, Cooking","7, 13, 34",4,335,location,"cause1,cause2",industry,summary
1737,adam,dangelo,"Car Tune-Up, Analytical, People Oriented, First Aid","7, 19, 45, 44",1,188,location,"cause1,cause2",industry,summary
1738,kendra,nagpal,"C++, Courtesy, Oracle, Banking, General Auto Repair","13, 1, 23, 35, 47",5,390,location,"cause1,cause2",industry,summary
1739,priya,ann,"Trial Balancing, Management, Towing, Sales","12, 46, 33, 47",1,337,location,"cause1,cause2",industry,summary
1740,abhijeet,sherawat,"Multitasking, Analysis, Caring, Data Tools, public speaking","47, 46, 31, 47, 2",1,289,location,"cause1,cause2",industry,summary
1741,dave,bhatnagar,"Rehabilitating Others, Inventory Rotation, Customer Relations, Administrative Tasks, Copy writing","16, 26, 2, 25, 19",6,308,location,"cause1,cause2",industry,summary
1742,ashima,kapoor,"Menus, Copy writing, Investigation, Finance","39, 25, 28, 24",9,54,location,"cause1,cause2",industry,summary
1743,abhishek,arora,"html5, Credit Management, Service Writing","41, 6, 29",2,335,location,"cause1,cause2",industry,summary
1744,priya,sherawat,"Event Planner, Checking Account Withdrawal, Catering, Sales, Journal Entry Preparation/Posting","50, 48, 5, 36, 16",6,205,location,"cause1,cause2",industry,summary
1745,himani,kapoor,"Attending Classes, Directing Customers, Baking Techniques","8, 29, 48",10,286,location,"cause1,cause2",industry,summary
1746,lisa,wartney,"public speaking, Identifying Theme, Budgeting","28, 35, 45",2,499,location,"cause1,cause2",industry,summary
1747,varun,dangelo,"html, C++, Product Knowledge, Banking Software","10, 46, 30, 4",5,70,location,"cause1,cause2",industry,summary
1748,kendra,mehrotra,"Motivation, Positive Attitude, Electrical Installations","49, 24, 11",3,283,location,"cause1,cause2",industry,summary
1749,tiffany,gandhi,"MS Word, Time Management, Business Acumen","26, 38, 34",5,334,location,"cause1,cause2",industry,summary
1750,simar,rai,"Cooking, Tax Liabilities, Supervising, Questioning Others","18, 43, 5, 48",8,323,location,"cause1,cause2",industry,summary
1751,mark,kapoor,"Active Listening, Agile Development, Reading Volumes, Journal Entry Preparation/Posting","1, 7, 25, 12",10,494,location,"cause1,cause2",industry,summary
1752,rahul,walia,"Rehabilitating Others, Analytics, Teamwork, Best Practices","34, 47, 50, 50",1,288,location,"cause1,cause2",industry,summary
1753,mark,arora,"Public Speaking, Bill Payment, Appointment Scheduling","24, 17, 4",10,23,location,"cause1,cause2",industry,summary
1754,varun,arora,"Baking Techniques, Communication, Skin Care, Trial Balancing, Cash Receipts","30, 46, 27, 11, 38",5,105,location,"cause1,cause2",industry,summary
1755,abhishek,wartney,"Amazon Web Services (AWS), Creative, Integrating Security Protocols with Cloud Design, Credit Management, Cleanliness","38, 2, 4, 11, 8",3,386,location,"cause1,cause2",industry,summary
1756,mark,nagpal,"Active Listening, PowerPoint, Supervising","6, 33, 45",8,292,location,"cause1,cause2",industry,summary
1757,nishant,walia,"Cross Sales of Service, Credits, Accounts Payable","18, 41, 16",1,434,location,"cause1,cause2",industry,summary
1758,dave,walia,"Commitment to Quality, Organizational, Agile Development","44, 30, 16",7,238,location,"cause1,cause2",industry,summary
1759,himani,dangelo,"Check Runs, Product Development Manager, Towing, Drafting","48, 47, 37, 45",8,308,location,"cause1,cause2",industry,summary
1760,rahul,gandhi,"Troubleshooting Abilities, Mathematical, Payroll Taxes","37, 7, 49",3,420,location,"cause1,cause2",industry,summary
1761,lisa,mehrotra,"Sales, Electrical Schematics, Problem Solving, Formatting, Product Knowledge","3, 50, 23, 39, 37",1,300,location,"cause1,cause2",industry,summary
1762,lisa,dangelo,"Bilingual, Conduct tests and inspections, Problem Solving, Image Management","12, 37, 37, 2",2,308,location,"cause1,cause2",industry,summary
1763,priya,mehrotra,"Problem Analysis, Hair Styling, Empathy, Customer Relations","46, 29, 44, 39",2,95,location,"cause1,cause2",industry,summary
1764,adam,walia,"Budgets, Data Modeling, Creativity, Diagnostic Abilities, Graphic Artist","34, 9, 15, 32, 29",3,359,location,"cause1,cause2",industry,summary
